,Country Code,Country Name,Subject,Measure,Year,Unit,PowerCode,Value
11410,JPN,Japan,GDP per head of population,"USD, constant prices, 2015 PPPs",1997,US Dollar,Units,35914.696487
11411,JPN,Japan,GDP per head of population,"USD, constant prices, 2015 PPPs",1998,US Dollar,Units,35414.439172000006
11412,JPN,Japan,GDP per head of population,"USD, constant prices, 2015 PPPs",1999,US Dollar,Units,35258.794995
11413,JPN,Japan,GDP per head of population,"USD, constant prices, 2015 PPPs",2000,US Dollar,Units,36169.143001
11414,JPN,Japan,GDP per head of population,"USD, constant prices, 2015 PPPs",2001,US Dollar,Units,36230.128536000004
11415,JPN,Japan,GDP per head of population,"USD, constant prices, 2015 PPPs",2002,US Dollar,Units,36196.573462
11416,JPN,Japan,GDP per head of population,"USD, constant prices, 2015 PPPs",2003,US Dollar,Units,36682.361024
11417,JPN,Japan,GDP per head of population,"USD, constant prices, 2015 PPPs",2004,US Dollar,Units,37461.741682
11418,JPN,Japan,GDP per head of population,"USD, constant prices, 2015 PPPs",2005,US Dollar,Units,38078.346734
11419,JPN,Japan,GDP per head of population,"USD, constant prices, 2015 PPPs",2006,US Dollar,Units,38593.987969
11420,JPN,Japan,GDP per head of population,"USD, constant prices, 2015 PPPs",2007,US Dollar,Units,39188.873254000006
11421,JPN,Japan,GDP per head of population,"USD, constant prices, 2015 PPPs",2008,US Dollar,Units,38740.650950999996
11422,JPN,Japan,GDP per head of population,"USD, constant prices, 2015 PPPs",2009,US Dollar,Units,36645.445482999996
11423,JPN,Japan,GDP per head of population,"USD, constant prices, 2015 PPPs",2010,US Dollar,Units,38178.843271
11424,JPN,Japan,GDP per head of population,"USD, constant prices, 2015 PPPs",2011,US Dollar,Units,38198.020964999996
11425,JPN,Japan,GDP per head of population,"USD, constant prices, 2015 PPPs",2012,US Dollar,Units,38853.916958999995
11426,JPN,Japan,GDP per head of population,"USD, constant prices, 2015 PPPs",2013,US Dollar,Units,39699.260891000005
11427,JPN,Japan,GDP per head of population,"USD, constant prices, 2015 PPPs",2014,US Dollar,Units,39870.253131
11428,JPN,Japan,GDP per head of population,"USD, constant prices, 2015 PPPs",2015,US Dollar,Units,40406.095335000005
11429,JPN,Japan,GDP per head of population,"USD, constant prices, 2015 PPPs",2016,US Dollar,Units,40673.630522
11430,JPN,Japan,GDP per head of population,"USD, constant prices, 2015 PPPs",2017,US Dollar,Units,41630.001894
11431,JPN,Japan,GDP per head of population,"USD, constant prices, 2015 PPPs",2018,US Dollar,Units,41851.42291
11432,JPN,Japan,GDP per head of population,"USD, constant prices, 2015 PPPs",2019,US Dollar,Units,42226.383312
11444,JPN,Japan,GDP per hour worked,"USD, constant prices, 2015 PPPs",1981,US Dollar,Units,21.567909
11445,JPN,Japan,GDP per hour worked,"USD, constant prices, 2015 PPPs",1982,US Dollar,Units,22.122742000000002
11446,JPN,Japan,GDP per hour worked,"USD, constant prices, 2015 PPPs",1983,US Dollar,Units,22.657566
11447,JPN,Japan,GDP per hour worked,"USD, constant prices, 2015 PPPs",1984,US Dollar,Units,23.451728
11448,JPN,Japan,GDP per hour worked,"USD, constant prices, 2015 PPPs",1985,US Dollar,Units,24.721917
11449,JPN,Japan,GDP per hour worked,"USD, constant prices, 2015 PPPs",1986,US Dollar,Units,25.365892000000002
11450,JPN,Japan,GDP per hour worked,"USD, constant prices, 2015 PPPs",1987,US Dollar,Units,26.473665999999998
11451,JPN,Japan,GDP per hour worked,"USD, constant prices, 2015 PPPs",1988,US Dollar,Units,27.998886
11452,JPN,Japan,GDP per hour worked,"USD, constant prices, 2015 PPPs",1989,US Dollar,Units,29.240238
11453,JPN,Japan,GDP per hour worked,"USD, constant prices, 2015 PPPs",1990,US Dollar,Units,30.746706
11454,JPN,Japan,GDP per hour worked,"USD, constant prices, 2015 PPPs",1991,US Dollar,Units,31.678452000000004
11455,JPN,Japan,GDP per hour worked,"USD, constant prices, 2015 PPPs",1992,US Dollar,Units,32.121159999999996
11456,JPN,Japan,GDP per hour worked,"USD, constant prices, 2015 PPPs",1993,US Dollar,Units,32.836967
11457,JPN,Japan,GDP per hour worked,"USD, constant prices, 2015 PPPs",1994,US Dollar,Units,33.24791
11458,JPN,Japan,GDP per hour worked,"USD, constant prices, 2015 PPPs",1995,US Dollar,Units,34.295182000000004
11459,JPN,Japan,GDP per hour worked,"USD, constant prices, 2015 PPPs",1996,US Dollar,Units,35.173764
11460,JPN,Japan,GDP per hour worked,"USD, constant prices, 2015 PPPs",1997,US Dollar,Units,35.809345
11461,JPN,Japan,GDP per hour worked,"USD, constant prices, 2015 PPPs",1998,US Dollar,Units,36.262609999999995
11462,JPN,Japan,GDP per hour worked,"USD, constant prices, 2015 PPPs",1999,US Dollar,Units,37.310896
11463,JPN,Japan,GDP per hour worked,"USD, constant prices, 2015 PPPs",2000,US Dollar,Units,38.395794
11464,JPN,Japan,GDP per hour worked,"USD, constant prices, 2015 PPPs",2001,US Dollar,Units,38.950022
11465,JPN,Japan,GDP per hour worked,"USD, constant prices, 2015 PPPs",2002,US Dollar,Units,39.697908
11466,JPN,Japan,GDP per hour worked,"USD, constant prices, 2015 PPPs",2003,US Dollar,Units,40.260988
11467,JPN,Japan,GDP per hour worked,"USD, constant prices, 2015 PPPs",2004,US Dollar,Units,41.189807
11468,JPN,Japan,GDP per hour worked,"USD, constant prices, 2015 PPPs",2005,US Dollar,Units,41.822582000000004
11469,JPN,Japan,GDP per hour worked,"USD, constant prices, 2015 PPPs",2006,US Dollar,Units,41.909572
11470,JPN,Japan,GDP per hour worked,"USD, constant prices, 2015 PPPs",2007,US Dollar,Units,42.244158
11471,JPN,Japan,GDP per hour worked,"USD, constant prices, 2015 PPPs",2008,US Dollar,Units,42.176541
11472,JPN,Japan,GDP per hour worked,"USD, constant prices, 2015 PPPs",2009,US Dollar,Units,41.707952
11473,JPN,Japan,GDP per hour worked,"USD, constant prices, 2015 PPPs",2010,US Dollar,Units,43.070363
11474,JPN,Japan,GDP per hour worked,"USD, constant prices, 2015 PPPs",2011,US Dollar,Units,43.170838
11475,JPN,Japan,GDP per hour worked,"USD, constant prices, 2015 PPPs",2012,US Dollar,Units,43.574487
11476,JPN,Japan,GDP per hour worked,"USD, constant prices, 2015 PPPs",2013,US Dollar,Units,44.474209
11477,JPN,Japan,GDP per hour worked,"USD, constant prices, 2015 PPPs",2014,US Dollar,Units,44.508537
11478,JPN,Japan,GDP per hour worked,"USD, constant prices, 2015 PPPs",2015,US Dollar,Units,45.119217
11479,JPN,Japan,GDP per hour worked,"USD, constant prices, 2015 PPPs",2016,US Dollar,Units,45.056999
11480,JPN,Japan,GDP per hour worked,"USD, constant prices, 2015 PPPs",2017,US Dollar,Units,45.72475
11481,JPN,Japan,GDP per hour worked,"USD, constant prices, 2015 PPPs",2018,US Dollar,Units,45.899405
11482,JPN,Japan,GDP per hour worked,"USD, constant prices, 2015 PPPs",2019,US Dollar,Units,46.783649
11494,JPN,Japan,GDP per person employed,"USD, constant prices, 2015 PPPs",1981,US Dollar,Units,45422.016975
11495,JPN,Japan,GDP per person employed,"USD, constant prices, 2015 PPPs",1982,US Dollar,Units,46546.249774
11496,JPN,Japan,GDP per person employed,"USD, constant prices, 2015 PPPs",1983,US Dollar,Units,47467.601078
11497,JPN,Japan,GDP per person employed,"USD, constant prices, 2015 PPPs",1984,US Dollar,Units,49436.242177
11498,JPN,Japan,GDP per person employed,"USD, constant prices, 2015 PPPs",1985,US Dollar,Units,51742.972416000004
11499,JPN,Japan,GDP per person employed,"USD, constant prices, 2015 PPPs",1986,US Dollar,Units,53192.275074
11500,JPN,Japan,GDP per person employed,"USD, constant prices, 2015 PPPs",1987,US Dollar,Units,55488.803532000005
11501,JPN,Japan,GDP per person employed,"USD, constant prices, 2015 PPPs",1988,US Dollar,Units,58573.669377
11502,JPN,Japan,GDP per person employed,"USD, constant prices, 2015 PPPs",1989,US Dollar,Units,60527.292787
11503,JPN,Japan,GDP per person employed,"USD, constant prices, 2015 PPPs",1990,US Dollar,Units,62446.560587
11504,JPN,Japan,GDP per person employed,"USD, constant prices, 2015 PPPs",1991,US Dollar,Units,63293.547027
11505,JPN,Japan,GDP per person employed,"USD, constant prices, 2015 PPPs",1992,US Dollar,Units,63118.078762
11506,JPN,Japan,GDP per person employed,"USD, constant prices, 2015 PPPs",1993,US Dollar,Units,62554.422084000005
11507,JPN,Japan,GDP per person employed,"USD, constant prices, 2015 PPPs",1994,US Dollar,Units,63104.532254
11508,JPN,Japan,GDP per person employed,"USD, constant prices, 2015 PPPs",1995,US Dollar,Units,64612.12336699999
11509,JPN,Japan,GDP per person employed,"USD, constant prices, 2015 PPPs",1996,US Dollar,Units,66548.76185
11510,JPN,Japan,GDP per person employed,"USD, constant prices, 2015 PPPs",1997,US Dollar,Units,66784.42882
11511,JPN,Japan,GDP per person employed,"USD, constant prices, 2015 PPPs",1998,US Dollar,Units,66795.72728400001
11512,JPN,Japan,GDP per person employed,"USD, constant prices, 2015 PPPs",1999,US Dollar,Units,67532.721278
11513,JPN,Japan,GDP per person employed,"USD, constant prices, 2015 PPPs",2000,US Dollar,Units,69918.74067999999
11514,JPN,Japan,GDP per person employed,"USD, constant prices, 2015 PPPs",2001,US Dollar,Units,70460.58897000001
11515,JPN,Japan,GDP per person employed,"USD, constant prices, 2015 PPPs",2002,US Dollar,Units,71376.839336
11516,JPN,Japan,GDP per person employed,"USD, constant prices, 2015 PPPs",2003,US Dollar,Units,72429.517907
11517,JPN,Japan,GDP per person employed,"USD, constant prices, 2015 PPPs",2004,US Dollar,Units,73606.185387
11518,JPN,Japan,GDP per person employed,"USD, constant prices, 2015 PPPs",2005,US Dollar,Units,74235.082434
11519,JPN,Japan,GDP per person employed,"USD, constant prices, 2015 PPPs",2006,US Dollar,Units,74766.676779
11520,JPN,Japan,GDP per person employed,"USD, constant prices, 2015 PPPs",2007,US Dollar,Units,75405.821491
11521,JPN,Japan,GDP per person employed,"USD, constant prices, 2015 PPPs",2008,US Dollar,Units,74694.653762
11522,JPN,Japan,GDP per person employed,"USD, constant prices, 2015 PPPs",2009,US Dollar,Units,71487.429409
11523,JPN,Japan,GDP per person employed,"USD, constant prices, 2015 PPPs",2010,US Dollar,Units,74640.938544
11524,JPN,Japan,GDP per person employed,"USD, constant prices, 2015 PPPs",2011,US Dollar,Units,74599.208892
11525,JPN,Japan,GDP per person employed,"USD, constant prices, 2015 PPPs",2012,US Dollar,Units,76037.479724
11526,JPN,Japan,GDP per person employed,"USD, constant prices, 2015 PPPs",2013,US Dollar,Units,77118.277731
11527,JPN,Japan,GDP per person employed,"USD, constant prices, 2015 PPPs",2014,US Dollar,Units,76955.260624
11528,JPN,Japan,GDP per person employed,"USD, constant prices, 2015 PPPs",2015,US Dollar,Units,77559.933223
11529,JPN,Japan,GDP per person employed,"USD, constant prices, 2015 PPPs",2016,US Dollar,Units,77227.69615
11530,JPN,Japan,GDP per person employed,"USD, constant prices, 2015 PPPs",2017,US Dollar,Units,78143.598169
11531,JPN,Japan,GDP per person employed,"USD, constant prices, 2015 PPPs",2018,US Dollar,Units,77110.999723
11532,JPN,Japan,GDP per person employed,"USD, constant prices, 2015 PPPs",2019,US Dollar,Units,76912.318857
11544,JPN,Japan,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),1981,Percentage,Units,36.631892
11545,JPN,Japan,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),1982,Percentage,Units,38.540138
11546,JPN,Japan,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),1983,Percentage,Units,38.149193
11547,JPN,Japan,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),1984,Percentage,Units,37.176356
11548,JPN,Japan,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),1985,Percentage,Units,37.555981
11549,JPN,Japan,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),1986,Percentage,Units,37.506568
11550,JPN,Japan,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),1987,Percentage,Units,37.96737
11551,JPN,Japan,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),1988,Percentage,Units,38.917848
11552,JPN,Japan,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),1989,Percentage,Units,39.362829999999995
11553,JPN,Japan,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),1990,Percentage,Units,40.524464
11554,JPN,Japan,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),1991,Percentage,Units,41.954807
11555,JPN,Japan,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),1992,Percentage,Units,40.870957000000004
11556,JPN,Japan,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),1993,Percentage,Units,39.569978000000006
11557,JPN,Japan,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),1994,Percentage,Units,38.415245
11558,JPN,Japan,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),1995,Percentage,Units,38.436889
11559,JPN,Japan,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),1996,Percentage,Units,38.187796999999996
11560,JPN,Japan,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),1997,Percentage,Units,36.955236
11561,JPN,Japan,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),1998,Percentage,Units,34.971035
11562,JPN,Japan,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),1999,Percentage,Units,33.300092
11563,JPN,Japan,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),2000,Percentage,Units,33.205081
11564,JPN,Japan,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),2001,Percentage,Units,33.010449
11565,JPN,Japan,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),2002,Percentage,Units,32.815726
11566,JPN,Japan,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),2003,Percentage,Units,32.240559000000005
11567,JPN,Japan,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),2004,Percentage,Units,31.745390000000004
11568,JPN,Japan,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),2005,Percentage,Units,31.033573999999998
11569,JPN,Japan,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),2006,Percentage,Units,30.624927000000003
11570,JPN,Japan,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),2007,Percentage,Units,30.558195
11571,JPN,Japan,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),2008,Percentage,Units,30.289413
11572,JPN,Japan,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),2009,Percentage,Units,29.420742999999998
11573,JPN,Japan,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),2010,Percentage,Units,29.887733
11574,JPN,Japan,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),2011,Percentage,Units,29.423598
11575,JPN,Japan,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),2012,Percentage,Units,29.306028
11576,JPN,Japan,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),2013,Percentage,Units,29.592467
